exercicio;numero_patrimonio;descricao_bem;codigo_area_carga;valor_atual;situacao_bem
2025;949035;Impressora multifuncional;1101;2.188,42;Ativo
2025;213409;Longarina 3 lugares;1101;858,37;ATIVO
2025;560.571;Armário de aço 2 portas;9002;1.454,48;ATIVO
2025;677.486;Monitor LED 24 polegadas;9001;942,40;Ativo
2025;109015;Nobreak 1500VA;9001;1.003,25;ATIVO
2025;212.779;Cadeira giratória com braços;1102;726,55;ATIVO
2025;507366;Impressora multifuncional;9002;3.463,75;ATIVO
2025;565179;Armário de aço 2 portas;1101;760.54;Ativo
2025;00143935;Nobreak 1500VA;1101;943,45;ATIVO
2025;480.267;Estação de trabalho;9001;4.257,89;ATIVO
2025;577252;Estação de trabalho;1102;3.160,64;ATIVO
2025;180490;Monitor LED 24 polegadas;1202;1.387,74;ATIVO
2025;391889;Estação de trabalho;1102;5.147,22;ATIVO
2025;303190;Estação de trabalho;1301;3.903,04;ATIVO
2025;275275;Estação de trabalho;9001;5.042,63;ATIVO
2025;366564;Nobreak 1500VA;1101;805,42;ATIVO
2025;626034;Mesa de escritório em L;1301;1.024,58;ATIVO
2025;333771;Cadeira giratória com braços;1301;631,47;ATIVO
2025;561.953;Scanner de mesa;1601;2.352,24;ATIVO
2025;596984;Mesa de escritório em L;1301;476.72;ATIVO
2025;887406;Estação de trabalho;9001;3.468,56;ATIVO
2025;868021;Notebook;9001;3.271,06;ATIVO
2025;608988;Estação de trabalho;9002;5.134,91;ATIVO
2025;146765;Mesa de escritório em L;1401;856,34;Ativo
2025;00985401;Cadeira giratória com braços;1401;792,54;ATIVO
2025;128750;Estação de trabalho;9002;4.542,94;Ativo
2025;520754;Scanner de mesa;9001;937,12;ATIVO
2025;181106;Monitor LED 24 polegadas;1202;820,52;ATIVO
2025;758616;Longarina 3 lugares;1301;710,86;ATIVO
2025;185698;Estação de trabalho;1102;3.519,18;ATIVO
2025;873499;Mesa de escritório em L;9002;1.169,50;ATIVO
2025;219351;Longarina 3 lugares;9002;476,69;ATIVO
2025;911139;Longarina 3 lugares;1501;598,10;ATIVO
2025;765871;Nobreak 1500VA;1302;975,52;ATIVO
2025;421271;Longarina 3 lugares;1101;806,82;ATIVO
2025;687336;Nobreak 1500VA;9001;1272.91;ATIVO
2025;870904;Scanner de mesa;1101;1.888,88;ATIVO
2025;955497;Estação de trabalho;1401;3.104,56;ATIVO
2025;212646;Monitor LED 24 polegadas;1301;1.295,71;Ativo
2025;211066;Armário de aço 2 portas;1601;1.471,53;ATIVO
2025;782188;Armário de aço 2 portas;1701;1.722,50;ATIVO
2025;746993;Estação de trabalho;1601;3.912,40;Ativo
2025;00429841;Estação de trabalho;1101;4.196,85;ATIVO
2025;514723;Estação de trabalho;9001;3.036,66;ATIVO
2025;775777;Impressora multifuncional;1102;3.686,87;Ativo
2025;431773;Estação de trabalho;1201;5.049,68;ATIVO
2025;985426;Cadeira giratória com braços;9002;819,89;ATIVO
2025;241544;Monitor LED 24 polegadas;1401;1119.44;ATIVO
2025;367710;Cadeira giratória com braços;1102;374,95;ATIVO
2025;504766;Impressora multifuncional;9001;3.177,53;ATIVO
2025;939656;Scanner de mesa;1102;2485.52;ATIVO
2025;233956;Monitor LED 24 polegadas;1202;665,69;ATIVO
2025;492781;Armário de aço 2 portas;1601;1.862,26;ATIVO
2025;905350;Mesa de escritório em L;1201;478,56;Ativo
2025;683009;Nobreak 1500VA;9001;525,32;ATIVO
2025;971134;Notebook;9001;4.136,49;ATIVO
2025;413121;Monitor LED 24 polegadas;9001;776,42;ATIVO
2025;756901;Estação de trabalho;9001;4.489,10;Ativo
2025;722094;Estação de trabalho;9001;2.827,22;ATIVO
2025;740404;Estação de trabalho;1202;4.121,29;ATIVO
2025;707429;Armário de aço 2 portas;1501;767,21;Ativo
2025;404244;Gaveteiro volante;1201;694,64;ATIVO
2025;739907;Nobreak 1500VA;1601;902,75;ATIVO
2025;787899;Monitor LED 24 polegadas;9001;723,19;ATIVO
2025;430227;Mesa de escritório em L;1302;1.149,68;ATIVO
2025;480009;Notebook;9002;5.152,78;ATIVO
2025;247996;Monitor LED 24 polegadas;1101;1.050,18;ATIVO
2025;00444242;Mesa de escritório em L;1301;771,13;ATIVO
2025;715729;Estação de trabalho;1302;4.727,29;ATIVO
2025;929582;Gaveteiro volante;1101;434,12;ATIVO
2025;922665;Cadeira giratória com braços;1302;565,73;ATIVO
2025;136344;Estação de trabalho;1202;3.169,97;Ativo
2025;538914;Cadeira giratória com braços;1102;655.35;ATIVO
2025;897075;Armário de aço 2 portas;9002;1.050,37;ATIVO
2025;102226;Cadeira giratória com braços;1102;426,60;Ativo
2025;806242;Cadeira giratória com braços;1302;651,79;ATIVO
2025;399754;Longarina 3 lugares;1102;901.23;ATIVO
2025;00858365;Monitor LED 24 polegadas;1101;793,94;Ativo
2025;281072;Mesa de escritório em L;1302;1.096,25;Ativo
2025;493448;Condicionador de ar split;1205;3242.38;ATIVO
2025;764721;Estação de trabalho;1701;3.186,21;Ativo
2025;815607;Gaveteiro volante;1301;645,40;ATIVO
2025;441020;Impressora multifuncional;1601;1.603,06;ATIVO
2025;346305;Monitor LED 24 polegadas;9002;1.141,51;ATIVO
2025;312107;Nobreak 1500VA;9002;1022.19;ATIVO
2025;584384;Gaveteiro volante;1401;682,84;ATIVO
2025;00626859;Scanner de mesa;9001;1.524,36;ATIVO
2025;726899;Notebook;1301;3.534,11;ATIVO
2025;00220027;Cadeira giratória com braços;1301;289,78;Ativo
2025;336401;Nobreak 1500VA;1501;789,41;ATIVO
2025;512678;Estação de trabalho;1201;5.146,73;ATIVO
2025;343277;Estação de trabalho;1301;3.580,06;Ativo
2025;932303;Estação de trabalho;1101;4.857,22;ATIVO
2025;752391;Cadeira giratória com braços;1201;877.12;Ativo
2025;768041;Monitor LED 24 polegadas;1501;1.025,84;ATIVO
2025;642272;Notebook;9002;3.609,76;ATIVO
2025;969760;Monitor LED 24 polegadas;1601;1.251,14;ATIVO
2025;378552;Cadeira giratória com braços;1301;409,86;ATIVO
2025;272654;Armário de aço 2 portas;1102;799.79;ATIVO
2025;988364;Monitor LED 24 polegadas;1301;678,09;ATIVO
2025;469555;Cadeira giratória com braços;1201;413,40;ATIVO
2025;366103;Estação de trabalho;9001;4.273,81;ATIVO
2025;915949;Longarina 3 lugares;1202;421,39;ATIVO
2025;698986;Estação de trabalho;1601;4.586,62;ATIVO
2025;693868;Cadeira giratória com braços;1101;499,74;ATIVO
2025;883375;Cadeira giratória com braços;9001;417,27;ATIVO
2025;141191;Monitor LED 24 polegadas;9001;733,38;ATIVO
2025;00931208;Monitor LED 24 polegadas;1401;1.303,12;ATIVO
2025;147268;Monitor LED 24 polegadas;1101;1.384,14;ATIVO
2025;239872;Cadeira giratória com braços;1301;887,15;ATIVO
2025;359247;Notebook;1701;4.695,70;ATIVO
2025;378040;Cadeira giratória com braços;1501;403,42;ATIVO
2025;852707;Nobreak 1500VA;1301;972.31;ATIVO
2025;725105;Estação de trabalho;1502;4.064,66;ATIVO
2025;898301;Mesa de escritório em L;1102;718,03;ATIVO
2025;845463;Gaveteiro volante;1401;486,23;Ativo
2025;605709;Longarina 3 lugares;1701;1.053,21;ATIVO
2025;250.772;Mesa de escritório em L;1102;734,24;ATIVO
2025;181371;Gaveteiro volante;1502;265,68;ATIVO
2025;149444;Impressora multifuncional;9001;2786.53;ATIVO
2025;812711;Monitor LED 24 polegadas;9001;935,73;ATIVO
2025;00696210;Monitor LED 24 polegadas;1601;877,24;ATIVO
2025;772011;Condicionador de ar split;1302;2.534,28;ATIVO
2025;377724;Impressora multifuncional;1601;2.912,77;ATIVO
2025;00285787;Monitor LED 24 polegadas;1301;763,54;ATIVO
2025;458904;Estação de trabalho;1701;4.931,17;ATIVO
2025;900761;Mesa de escritório em L;1501;913,88;Ativo
2025;609.194;Notebook;1202;5.864,40;ATIVO
2025;578988;Condicionador de ar split;1202;4.226,90;ATIVO
2025;319055;Cadeira giratória com braços;1301;908,14;ATIVO
2025;662900;Estação de trabalho;9001;3.829,04;ATIVO
2025;253410;Estação de trabalho;1502;3.507,18;ATIVO
2025;718155;Gaveteiro volante;1301;579,50;ATIVO
2025;373647;Cadeira giratória com braços;1301;606,25;Ativo
2025;727841;Cadeira giratória com braços;1701;448,30;ATIVO
2025;00935726;Armário de aço 2 portas;9002;1.006,13;ATIVO
2025;157997;Impressora multifuncional;9001;1.871,65;ATIVO
2025;321198;Scanner de mesa;1502;1.952,75;ATIVO
2025;958061;Cadeira giratória com braços;1401;871,03;ATIVO
2025;700111;Condicionador de ar split;9002;4.205,51;ATIVO
2025;689000;Gaveteiro volante;1102;636,22;ATIVO
2025;378377;Gaveteiro volante;1102;632.52;ATIVO
2025;00746615;Cadeira giratória com braços;1101;415,32;ATIVO
2025;589.601;Mesa de escritório em L;1101;1.046,06;ATIVO
2025;00210181;Condicionador de ar split;1301;4.121,80;ATIVO
2025;547004;Mesa de escritório em L;1102;1.080,95;ATIVO
2025;120389;Cadeira giratória com braços;1201;487,25;ATIVO
2025;244275;Monitor LED 24 polegadas;9001;1.313,78;Ativo
2025;483900;Impressora multifuncional;9002;3.978,33;Ativo
2025;380584;Cadeira giratória com braços;1501;754.84;ATIVO
2025;144060;Estação de trabalho;1101;3.792,14;ATIVO
2025;653112;Cadeira giratória com braços;1101;817,16;ATIVO
2025;436220;Cadeira giratória com braços;9002;599,31;ATIVO
2025;302439;Gaveteiro volante;1502;359,39;ATIVO
2025;478276;Monitor LED 24 polegadas;1701;1.125,61;ATIVO
2025;392584;Estação de trabalho;1101;3.476,58;Ativo
2025;957891;Notebook;1501;3.490,10;ATIVO
2025;527431;Nobreak 1500VA;9001;1.050,02;ATIVO
2025;549399;Monitor LED 24 polegadas;1501;1.222,19;ATIVO
2025;254375;Monitor LED 24 polegadas;9001;1286.14;ATIVO
2025;854942;Impressora multifuncional;9001;2.869,88;ATIVO
2025;791018;Cadeira giratória com braços;1301;529,42;Ativo
2025;515624;Cadeira giratória com braços;1101;613,48;ATIVO
2025;583445;Gaveteiro volante;9002;585.68;ATIVO
2025;475993;Notebook;9001;3.340,70;Ativo
2025;217970;Monitor LED 24 polegadas;1502;1.380,71;ATIVO
2025;156360;Cadeira giratória com braços;1201;379,11;Ativo
2025;153850;Monitor LED 24 polegadas;1501;1285.75;ATIVO
2025;462358;Notebook;1502;3.634,99;ATIVO
2025;824.612;Notebook;9001;4.091,13;ATIVO
2025;332344;Monitor LED 24 polegadas;1601;849,71;ATIVO
2025;00167685;Mesa de escritório em L;1301;662,05;ATIVO
2025;820899;Mesa de escritório em L;1302;570,94;ATIVO
2025;392.591;Scanner de mesa;9001;1.632,90;ATIVO
2025;740747;Condicionador de ar split;1501;3.217,62;Ativo
2025;984648;Monitor LED 24 polegadas;1101;802,85;ATIVO
2025;421732;Estação de trabalho;1102;4.396,14;ATIVO
2025;324235;Cadeira giratória com braços;1101;895,43;ATIVO
2025;339738;Cadeira giratória com braços;9002;470,66;ATIVO
2025;915783;Cadeira giratória com braços;9002;501,80;Ativo
2025;892473;Mesa de escritório em L;1502;1.388,68;ATIVO
2025;251916;Mesa de escritório em L;1102;676,45;ATIVO
2025;878356;Monitor LED 24 polegadas;1501;959,84;ATIVO
2025;229406;Gaveteiro volante;1101;447,51;ATIVO
2025;982391;Condicionador de ar split;1202;2.422,86;ATIVO
2025;519098;Impressora multifuncional;1401;1608.86;ATIVO
2025;288190;Notebook;1701;4.664,67;Ativo
2025;919014;Nobreak 1500VA;1102;670,40;Ativo
2025;137793;Longarina 3 lugares;1201;761,23;ATIVO
2025;415773;Longarina 3 lugares;1101;715,72;ATIVO
2025;255155;Armário de aço 2 portas;1301;770,22;ATIVO
2025;933379;Impressora multifuncional;1701;3.495,92;ATIVO
2025;949.920;Monitor LED 24 polegadas;9001;1.320,81;ATIVO
2025;939069;Longarina 3 lugares;1401;483,78;ATIVO
2025;164831;Scanner de mesa;1401;2.030,18;ATIVO
2025;00574851;Estação de trabalho;9001;3.344,04;ATIVO
2025;400182;Monitor LED 24 polegadas;9001;1.266,55;ATIVO
2025;481907;Cadeira giratória com braços;1502;460,04;ATIVO
2025;783.354;Gaveteiro volante;9002;312,06;ATIVO
2025;991155;Armário de aço 2 portas;1601;733,39;ATIVO
2025;562324;Gaveteiro volante;9001;648,52;ATIVO
2025;347117;Mesa de escritório em L;1201;1407.12;ATIVO
2025;771950;Monitor LED 24 polegadas;1501;754,14;ATIVO
2025;328499;Estação de trabalho;1401;3.359,28;ATIVO
2025;183963;Notebook;9001;3.222,41;ATIVO
2025;296891;Notebook;1201;5.778,05;ATIVO
2025;893868;Cadeira giratória com braços;1701;332,37;ATIVO
2025;816437;Estação de trabalho;1202;2.869,71;ATIVO
2025;713376;Monitor LED 24 polegadas;9002;977,78;ATIVO
2025;264092;Monitor LED 24 polegadas;9001;1.287,30;ATIVO
2025;648074;Nobreak 1500VA;1501;1.160,56;ATIVO
2025;258208;Cadeira giratória com braços;1101;652.08;ATIVO
2025;728489;Monitor LED 24 polegadas;9001;1.091,02;ATIVO
2025;482.075;Monitor LED 24 polegadas;1401;1.034,87;ATIVO
2025;278213;Longarina 3 lugares;9002;618.22;ATIVO
2025;224.695;Mesa de escritório em L;9002;1.116,98;ATIVO
2025;652135;Nobreak 1500VA;1601;818,90;ATIVO
2025;511200;Estação de trabalho;1101;4.490,17;ATIVO
2025;840759;Mesa de escritório em L;1201;1.091,66;ATIVO
2025;149073;Estação de trabalho;9002;5.117,31;ATIVO
2025;120081;Estação de trabalho;9001;4.532,01;ATIVO
2025;618420;Notebook;9001;4362.58;ATIVO
2025;244606;Cadeira giratória com braços;1102;894,13;ATIVO
2025;815191;Mesa de escritório em L;9002;789,63;ATIVO
2025;691865;Longarina 3 lugares;9001;853,27;ATIVO
2025;394145;Condicionador de ar split;1501;2.780,58;Ativo
2025;834626;Impressora multifuncional;1201;2932.17;Ativo
2025;468956;Cadeira giratória com braços;1401;789,85;ATIVO
2025;569887;Monitor LED 24 polegadas;1102;1.268,08;Ativo
2025;610861;Gaveteiro volante;9002;536,67;ATIVO
2025;860857;Estação de trabalho;1701;4.085,29;ATIVO
2025;317489;Cadeira giratória com braços;1302;497,88;ATIVO
2025;354910;Longarina 3 lugares;9002;1.043,08;ATIVO
2025;964532;Monitor LED 24 polegadas;1101;1281.35;ATIVO
2025;875786;Gaveteiro volante;1102;474,27;ATIVO
2025;627196;Notebook;9002;3.223,48;Ativo
2025;555117;Monitor LED 24 polegadas;1302;884,94;Ativo
2025;808453;Mesa de escritório em L;1501;1.404,80;ATIVO
2025;888.363;Monitor LED 24 polegadas;1501;890,48;ATIVO
2025;746125;Gaveteiro volante;1701;639,49;ATIVO
2025;511065;Monitor LED 24 polegadas;1301;821,12;ATIVO
2025;536711;Impressora multifuncional;1102;2.211,32;ATIVO
2025;00304487;Nobreak 1500VA;9001;507,57;ATIVO
2025;131850;Cadeira giratória com braços;1202;629.27;ATIVO
2025;680684;Armário de aço 2 portas;1601;1.405,72;ATIVO
2025;879439;Estação de trabalho;1201;2.988,47;ATIVO
2025;330682;Monitor LED 24 polegadas;1501;1.149,98;ATIVO
2025;387.023;Cadeira giratória com braços;1201;883,01;ATIVO
2025;00667299;Nobreak 1500VA;1502;1.132,57;ATIVO
2025;161380;Notebook;9002;5.206,35;Ativo
2025;00732618;Nobreak 1500VA;1202;729,77;ATIVO
2025;723577;Armário de aço 2 portas;1302;1.147,04;ATIVO
2025;654698;Estação de trabalho;1501;4.656,61;ATIVO
2025;780.522;Monitor LED 24 polegadas;1102;1.122,77;ATIVO
2025;111707;Estação de trabalho;1201;3.899,15;ATIVO
2025;00861838;Estação de trabalho;1202;4.374,65;ATIVO
2025;569479;Notebook;9001;3.243,90;ATIVO
2025;318983;Cadeira giratória com braços;1101;309,12;Ativo
2025;158923;Mesa de escritório em L;1102;1.333,04;Ativo
2025;154624;Armário de aço 2 portas;9002;1.863,38;Ativo
2025;966935;Notebook;9001;5.689,92;ATIVO
2025;391407;Monitor LED 24 polegadas;9001;685,68;ATIVO
2025;668752;Gaveteiro volante;1401;560,00;ATIVO
2025;822660;Cadeira giratória com braços;1101;286,22;ATIVO
2025;554030;Monitor LED 24 polegadas;1401;1.008,06;ATIVO
2025;193407;Monitor LED 24 polegadas;1202;1186.81;ATIVO
2025;804005;Mesa de escritório em L;1501;967,77;ATIVO
2025;00635461;Armário de aço 2 portas;1401;1.563,85;ATIVO
2025;766150;Monitor LED 24 polegadas;9001;1.180,93;Ativo
2025;337629;Impressora multifuncional;1601;1.914,48;ATIVO
2025;692480;Nobreak 1500VA;1301;698,77;ATIVO
2025;145609;Monitor LED 24 polegadas;9001;1.205,62;ATIVO
2025;00421922;Estação de trabalho;1102;3.618,23;ATIVO
2025;00823957;Impressora multifuncional;9001;2.403,46;ATIVO
2025;506853;Notebook;9001;4.909,24;ATIVO
2025;487.024;Condicionador de ar split;1202;2.473,78;ATIVO
2025;574542;Monitor LED 24 polegadas;1401;681,58;ATIVO
2025;613775;Impressora multifuncional;1302;1.411,81;ATIVO
2025;236504;Mesa de escritório em L;1401;920,62;ATIVO
2025;854210;Monitor LED 24 polegadas;1601;700,83;ATIVO
2025;554157;Nobreak 1500VA;1401;1.179,09;ATIVO
2025;262610;Condicionador de ar split;1301;2.399,36;ATIVO
2025;202732;Longarina 3 lugares;1401;1.023,26;ATIVO
2025;00189543;Monitor LED 24 polegadas;9001;785.89;ATIVO
2025;825022;Estação de trabalho;9001;3.364,96;Ativo
2025;263802;Mesa de escritório em L;1601;1.425,50;ATIVO
2025;702847;Monitor LED 24 polegadas;1102;822,63;ATIVO
2025;00480806;Armário de aço 2 portas;1301;1.693,59;ATIVO
2025;597144;Mesa de escritório em L;1201;1.159,11;ATIVO
2025;835.118;Gaveteiro volante;1102;342.86;Ativo
2025;144309;Monitor LED 24 polegadas;9001;1.192,05;ATIVO
2025;103800;Cadeira giratória com braços;1401;826,37;ATIVO
2025;686069;Nobreak 1500VA;9002;671,74;ATIVO
2025;230694;Mesa de escritório em L;1302;619,50;ATIVO
2025;398414;Nobreak 1500VA;1201;723.74;ATIVO
2025;842159;Cadeira giratória com braços;9002;368,15;ATIVO
2025;353901;Estação de trabalho;9001;2.829,37;ATIVO
2025;409786;Estação de trabalho;1202;3.108,34;ATIVO
2025;642873;Condicionador de ar split;1101;4.508,30;ATIVO
2025;735805;Mesa de escritório em L;1701;467,94;ATIVO
2025;880263;Estação de trabalho;1301;3.877,78;ATIVO
2025;570006;Monitor LED 24 polegadas;1201;1.067,93;ATIVO
2025;775656;Longarina 3 lugares;1302;1.034,06;ATIVO
2025;330561;Monitor LED 24 polegadas;1101;1005.44;ATIVO
2025;00194414;Monitor LED 24 polegadas;1202;1.254,53;ATIVO
2025;972423;Monitor LED 24 polegadas;1502;1.262,48;ATIVO
2025;682643;Monitor LED 24 polegadas;1701;1.342,17;ATIVO
2025;708349;Estação de trabalho;9001;3.758,07;Ativo
2025;943721;Condicionador de ar split;1102;3074.24;ATIVO
2025;935431;Cadeira giratória com braços;1101;385.48;ATIVO
2025;215514;Cadeira giratória com braços;9002;600,88;ATIVO
2025;763374;Mesa de escritório em L;1301;1.290,98;ATIVO
2025;00339085;Mesa de escritório em L;1102;1.209,84;ATIVO
2025;706985;Mesa de escritório em L;1502;841,38;ATIVO
2025;632244;Cadeira giratória com braços;1502;545,33;ATIVO
2025;863383;Cadeira giratória com braços;1701;406,81;ATIVO
2025;479127;Cadeira giratória com braços;1501;617.52;ATIVO
2025;569452;Monitor LED 24 polegadas;9001;1.385,67;ATIVO
2025;790336;Mesa de escritório em L;1501;1.508,44;Ativo
2025;00538531;Gaveteiro volante;1201;686,23;Ativo
2025;553403;Mesa de escritório em L;9002;1.203,60;ATIVO
2025;557624;Monitor LED 24 polegadas;9001;934,25;Ativo
2025;238648;Condicionador de ar split;1701;3.705,78;ATIVO
2025;688849;Armário de aço 2 portas;1501;1.368,74;ATIVO
2025;392833;Gaveteiro volante;1101;605,92;ATIVO
2025;150206;Nobreak 1500VA;1502;1.122,97;ATIVO
2025;286306;Mesa de escritório em L;1102;1.560,05;ATIVO
2025;506860;Estação de trabalho;1201;3970.44;ATIVO
2025;411550;Monitor LED 24 polegadas;9001;1.071,22;ATIVO
2025;664843;Notebook;9001;6.691,21;ATIVO
2025;00142843;Nobreak 1500VA;9002;677,14;ATIVO
2025;579058;Impressora multifuncional;1601;3.489,00;ATIVO
2025;391263;Cadeira giratória com braços;1401;854.88;ATIVO
2025;124026;Scanner de mesa;1202;2.081,81;ATIVO
2025;189894;Scanner de mesa;9001;999,25;ATIVO
2025;275595;Gaveteiro volante;1401;414.94;Ativo
2025;667621;Estação de trabalho;1701;3980.75;Ativo
2025;433549;Impressora multifuncional;9002;2.754,22;ATIVO
2025;940941;Condicionador de ar split;1401;4.440,99;ATIVO
2025;484181;Estação de trabalho;9001;4.678,80;ATIVO
2025;327010;Estação de trabalho;9001;4.657,63;ATIVO
2025;858329;Impressora multifuncional;1101;2.222,28;Ativo
2025;785329;Monitor LED 24 polegadas;1201;1.333,22;ATIVO
2025;526521;Cadeira giratória com braços;1601;907,91;ATIVO
2025;338433;Armário de aço 2 portas;1201;1.562,07;ATIVO
2025;780557;Monitor LED 24 polegadas;9001;966,17;ATIVO
2025;688953;Longarina 3 lugares;1301;558,44;ATIVO
2025;00508017;Nobreak 1500VA;1302;636,70;ATIVO
2025;119906;Cadeira giratória com braços;9002;732,28;ATIVO
2025;847685;Monitor LED 24 polegadas;1601;950.92;ATIVO
2025;152554;Cadeira giratória com braços;1302;389.95;ATIVO
2025;894324;Longarina 3 lugares;1101;1.093,39;ATIVO
2025;196007;Mesa de escritório em L;1401;734,07;ATIVO
2025;00631293;Notebook;9001;5.312,48;Ativo
2025;298383;Armário de aço 2 portas;9002;824,25;ATIVO
2025;361275;Cadeira giratória com braços;1301;734.36;ATIVO
2025;995.773;Scanner de mesa;1102;1.493,06;ATIVO
2025;353495;Gaveteiro volante;9002;677,92;ATIVO
2025;518658;Armário de aço 2 portas;1601;1.136,23;ATIVO
2025;163337;Nobreak 1500VA;9001;576,17;ATIVO
2025;773090;Cadeira giratória com braços;1301;499.99;ATIVO
2025;261682;Monitor LED 24 polegadas;1202;705,22;ATIVO
2025;676958;Condicionador de ar split;9002;3.109,42;ATIVO
2025;164923;Gaveteiro volante;9002;502,61;ATIVO
2025;151357;Mesa de escritório em L;1401;891,32;Ativo
2025;678.040;Scanner de mesa;1201;1.815,50;ATIVO
2025;604474;Gaveteiro volante;1101;642,00;ATIVO
2025;125905;Nobreak 1500VA;1101;1.224,93;ATIVO
2025;611026;Monitor LED 24 polegadas;1102;1.312,82;ATIVO
2025;991550;Monitor LED 24 polegadas;9001;1.169,18;ATIVO
2025;962186;Estação de trabalho;1701;5.042,97;Ativo
2025;610.602;Gaveteiro volante;1401;229,19;ATIVO
2025;499894;Condicionador de ar split;1101;4.243,40;ATIVO
2025;740263;Nobreak 1500VA;1101;1116.56;ATIVO
2025;630104;Estação de trabalho;9001;2883.35;ATIVO
2025;921554;Longarina 3 lugares;9002;848,34;ATIVO
2025;177542;Monitor LED 24 polegadas;1301;818,17;ATIVO
2025;345240;Mesa de escritório em L;1201;587,12;ATIVO
2025;348543;Armário de aço 2 portas;1201;884,77;ATIVO
2025;744968;Cadeira giratória com braços;1501;947.44;ATIVO
2025;779114;Scanner de mesa;9001;1.217,90;ATIVO
2025;00592698;Gaveteiro volante;1701;227,84;Ativo
2025;405265;Scanner de mesa;1101;2.345,95;ATIVO
2025;565956;Gaveteiro volante;9002;334.55;ATIVO
2025;412116;Mesa de escritório em L;1302;1.116,41;ATIVO
2025;177149;Nobreak 1500VA;1301;1.212,27;ATIVO
2025;505130;Condicionador de ar split;9002;4.512,96;ATIVO
2025;745691;Monitor LED 24 polegadas;9002;874,71;Ativo
2025;810905;Cadeira giratória com braços;1301;582,58;Ativo
2025;163467;Notebook;9001;4.238,98;ATIVO
2025;704783;Monitor LED 24 polegadas;1102;1.120,98;ATIVO
2025;692399;Nobreak 1500VA;1101;590,10;ATIVO
2025;209475;Nobreak 1500VA;1701;579,29;ATIVO
2025;460200;Nobreak 1500VA;9001;732,07;ATIVO
2025;566274;Notebook;9001;6663.23;Ativo
2025;301288;Scanner de mesa;1501;2.415,10;ATIVO
2025;472203;Gaveteiro volante;9002;538,13;ATIVO
2025;701437;Cadeira giratória com braços;1101;744,13;ATIVO
2025;792892;Mesa de escritório em L;1601;1.219,82;ATIVO
2025;919616;Scanner de mesa;1502;2.187,27;Ativo
2025;939378;Estação de trabalho;1501;4.231,53;Ativo
2025;530759;Cadeira giratória com braços;1201;799,32;ATIVO
2025;376016;Cadeira giratória com braços;1601;849,01;ATIVO
2025;455252;Nobreak 1500VA;1601;786,73;Ativo
2025;937537;Condicionador de ar split;1202;3739.13;ATIVO
2025;319595;Gaveteiro volante;1201;586,63;Ativo
2025;975010;Estação de trabalho;1302;4.463,60;ATIVO
2025;997404;Nobreak 1500VA;9001;1.198,03;ATIVO
2025;944796;Monitor LED 24 polegadas;9002;1.011,86;Ativo
2025;180123;Estação de trabalho;9001;3.440,41;ATIVO
2025;425510;Longarina 3 lugares;1101;439,57;ATIVO
2025;770667;Nobreak 1500VA;1201;672,97;ATIVO
2025;00618516;Estação de trabalho;9002;4521.54;ATIVO
2025;243028;Monitor LED 24 polegadas;9001;1.291,57;ATIVO
2025;683455;Notebook;1401;3.568,15;ATIVO
2025;684798;Cadeira giratória com braços;1502;305,02;ATIVO
2025;529322;Impressora multifuncional;9001;1579.20;ATIVO
2025;122367;Scanner de mesa;9001;1.706,90;ATIVO
2025;540056;Scanner de mesa;1102;2.323,51;ATIVO
2025;740387;Gaveteiro volante;1301;246,51;Ativo
2025;200819;Armário de aço 2 portas;1201;1440.11;Ativo
2025;432332;Estação de trabalho;1401;5.181,83;ATIVO
2025;00541855;Cadeira giratória com braços;1202;900,13;Ativo
2025;645451;Estação de trabalho;1101;3.594,34;ATIVO
2025;234873;Monitor LED 24 polegadas;1501;996,53;ATIVO
2025;417265;Notebook;9001;5.048,04;ATIVO
2025;586693;Longarina 3 lugares;1301;875,54;ATIVO
2025;256450;Monitor LED 24 polegadas;1501;814,25;ATIVO
2025;444793;Scanner de mesa;1201;2.323,23;ATIVO
2025;534166;Cadeira giratória com braços;1201;712,48;ATIVO
2025;00505601;Monitor LED 24 polegadas;9001;1.090,72;ATIVO
2025;286055;Estação de trabalho;9001;4.433,93;ATIVO
2025;401945;Mesa de escritório em L;1401;625,31;ATIVO
2025;632969;Armário de aço 2 portas;1301;745,43;ATIVO
2025;891595;Monitor LED 24 polegadas;1701;1.040,84;ATIVO
2025;784561;Mesa de escritório em L;9001;484,32;ATIVO
2025;670292;Armário de aço 2 portas;1202;1.080,96;ATIVO
2025;995251;Cadeira giratória com braços;1102;583,70;ATIVO
2025;632997;Notebook;9002;4.388,53;ATIVO
2025;825415;Nobreak 1500VA;9001;856,68;Ativo
2025;733755;Monitor LED 24 polegadas;1701;1.263,05;ATIVO
2025;651262;Cadeira giratória com braços;1302;351,42;ATIVO
2025;594787;Cadeira giratória com braços;1202;887.46;ATIVO
2025;833076;Mesa de escritório em L;1501;1.287,71;ATIVO
2025;657730;Impressora multifuncional;1101;2.073,92;Ativo
2025;118016;Nobreak 1500VA;1401;1.084,14;ATIVO
2025;454403;Mesa de escritório em L;9001;1.107,64;ATIVO
2025;780465;Monitor LED 24 polegadas;1202;1.311,31;ATIVO
2025;393466;Cadeira giratória com braços;9002;716,37;Ativo
2025;734.824;Nobreak 1500VA;1201;972,07;ATIVO
2025;787889;Armário de aço 2 portas;1301;1.679,05;ATIVO
2025;867274;Mesa de escritório em L;1201;946,12;ATIVO
